time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/std,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl
2408448,147,921.0398987199999,269,8939,913.54,0.1751421093940735,3.9382045053773456,0.3737521701388889,0.2,1829,0.0900577442565312,0.5781514644622803,0.0003,0.003389071673154831,0.005607238524438192,0.035269283
2424832,148,930.6894807299999,271,8946,914.7,0.1750807762145996,3.9359356940738737,0.31882440476190477,0.2,1830,0.03729699011005107,0.789177417755127,0.0003,0.03242967277765274,0.015601717652605167,0.025177032
2441216,149,954.2315005600001,272,8950,920.52,0.17525793612003326,3.93472982029761,0.3487588205645161,0.2,1832,0.04219933430994711,0.7895408272743225,0.0003,0.052797578275203705,0.006509436677480417,0.031094866
2457600,150,943.8159185,274,8955,914.13,0.1750449538230896,3.9340338936771255,0.3241246234939759,0.2,1834,0.037296680868210565,0.7503464221954346,0.0003,0.031117374077439308,0.008191758289888322,0.03193229
2473984,151,952.99748782,276,8954,922.51,0.17520254850387573,3.931916910669078,0.35030570652173915,0.2,1838,0.045702436938881874,0.8173184990882874,0.0003,0.01577785052359104,-0.003861913508128213,0.03328127
2490368,152,949.4167238499999,278,8953,919.15,0.17552419006824493,3.9174136313622308,0.3652606502242152,0.2,1842,0.045632665158320436,0.8112130165100098,0.0003,0.012117452919483185,-0.004526573174837726,0.033535093
2506752,153,894.0601586400002,279,8959,881.81,0.1755606085062027,3.905066523058661,0.31849407327586204,0.2,1843,0.07212626471601684,0.8133172988891602,0.0003,0.10495129972696304,0.014345573124893266,0.024112249
2523136,154,854.3478915100001,281,8960,852.83,0.17576086521148682,3.8966100556509837,0.3779910714285714,0.2,1846,0.06606893043432917,0.8416680097579956,0.0003,0.049746349453926086,0.0015014068689197303,0.032815684
2539520,155,826.1715542500001,283,8961,841.83,0.17587478458881378,3.885402492114476,0.36566363324175827,0.2,1849,0.06682745142133681,0.8426588177680969,0.0003,0.024096710607409477,-0.0026070877505404936,0.0327797
2555904,156,806.7955516900001,285,8965,826.23,0.17584669589996338,3.8838374099215947,0.34051238738738737,0.2,1851,0.11841692124401126,0.7504679560661316,0.0003,0.05692770332098007,0.004581332374531943,0.030969782
2572288,157,803.3334013900001,286,8973,807.08,0.17598356306552887,3.8824515091745475,0.2943050986842105,0.2,1852,0.06606637461012915,0.7712421417236328,0.0003,0.05454108491539955,0.011443098994756215,0.022090135
2588672,158,806.61796986,288,8972,823.47,0.17570865154266357,3.8917549701586163,0.3797267408675799,0.2,1856,0.08376668470158968,0.7676404714584351,0.0003,0.01747625321149826,-0.003530693157537751,0.03672709
2605056,159,838.5277837099999,290,8979,853.37,0.175760880112648,3.8954230354678248,0.25642641129032256,0.2,1857,0.12330797434814515,0.6863747835159302,0.0003,0.12155469506978989,0.009899111104107673,0.019654157
2621440,160,847.8774048399999,291,8978,853.15,0.1758044958114624,3.888124417849365,0.3774979881974249,0.2,1861,0.054348254096674306,0.7845088243484497,0.0003,0.01246790960431099,-0.0064297350675123445,0.03622466
2637824,161,846.2566279299998,293,8973,854.81,0.175881490111351,3.880828881172385,0.379744372605364,0.2,1866,0.0636391608879484,0.7707530856132507,0.0003,-0.002168934792280197,-0.00516191218583577,0.039263956
2654208,162,875.84455336,295,8973,874.45,0.17605233192443848,3.87899888399485,0.3578758445945946,0.2,1869,0.05417261423694121,0.8449932336807251,0.0003,0.02848963253200054,-0.001803543441299651,0.031462096
2670592,163,857.0778538700001,297,8976,878.95,0.1760881394147873,3.871640856303866,0.35627480158730157,0.2,1871,0.045974158075830295,0.8081687688827515,0.0003,0.03634035959839821,0.005229279846100817,0.030586679
2686976,164,809.57482316,299,8971,827.25,0.17632873356342316,3.8649771882362494,0.382167904290429,0.2,1876,0.13759112259735762,0.6113502979278564,0.0003,0.05863535404205322,-0.008600377961808797,0.036804203
2703360,165,782.0596590399999,301,8975,794.21,0.17630784213542938,3.8554875539696734,0.3129528985507246,0.2,1878,0.06141604024215021,0.8430096507072449,0.0003,0.037120990455150604,0.011247094626120035,0.032737218
2719744,166,785.4438228100001,303,8975,804.92,0.1765262633562088,3.855816179579431,0.35643458104395603,0.2,1881,0.08247192607230537,0.8383283019065857,0.0003,0.024526871740818024,-0.0004907563113822386,0.03233902
2736128,167,735.8963848799998,304,8973,775.57,0.1765071600675583,3.84220188124138,0.3823156524122807,0.2,1885,0.05925689802684805,0.7657853364944458,0.0003,0.00689953938126564,-0.003574563628430233,0.03472664
2752512,168,733.5496523099999,306,8973,771.95,0.17685271799564362,3.836496565626075,0.3663171955958549,0.2,1889,0.09572286282333067,0.7896450757980347,0.0003,0.021905750036239624,-0.0005647473066195922,0.047433525
2768896,169,761.2924195500001,308,8972,810.95,0.17696601152420044,3.826375966848329,0.36402616279069766,0.2,1893,0.10544025495994923,0.7291570901870728,0.0003,0.02487856335937977,-9.817069309741952e-05,0.036899704
2785280,170,732.0079624600002,310,8972,837.47,0.17733120918273926,3.811006619668132,0.37111420157068065,0.2,1896,0.10350549105964406,0.6105623245239258,0.0003,0.03765038400888443,5.253134734187451e-05,0.03241406
2801664,171,726.3021808900002,312,8976,830.81,0.17727260291576385,3.7995929433665143,0.3469753440366973,0.2,1898,0.204785882401357,0.6197111010551453,0.0003,0.0812150239944458,0.00888515102736857,0.030936336
2818048,172,753.14500559,314,8974,846.11,0.17695607244968414,3.812306958411816,0.364632779535865,0.2,1902,0.0588345529063593,0.7706649303436279,0.0003,0.01788240671157837,-0.006033763393586824,0.033064473
2834432,173,764.2069453800001,315,8975,823.3,0.1770368367433548,3.819069113647729,0.337890625,0.2,1904,0.05715538306455863,0.8183576464653015,0.0003,0.014094922691583633,0.0032017893166068874,0.029551176
2850816,174,779.86800493,317,8979,806.74,0.17701129615306854,3.817079236574262,0.35013872663551404,0.2,1906,0.07690264082679124,0.8237463235855103,0.0003,0.038827426731586456,0.006968836913703479,0.030638495
2867200,175,816.0365785300002,319,8978,786.5,0.17733429372310638,3.806876681067727,0.38594088203463206,0.2,1910,0.04508824697272344,0.8318343758583069,0.0003,0.003508247435092926,-0.0053499859769816525,0.03604313
2883584,176,836.8418362299999,320,8983,791.75,0.1771693378686905,3.803105239868164,0.33671875,0.2,1911,0.05792661353945732,0.8493170738220215,0.0003,0.044555917382240295,0.014133335463702679,0.026067223
2899968,177,813.2464507799999,322,8981,790.67,0.17717786133289337,3.8105261811670266,0.37889150943396227,0.2,1916,0.05666105104786045,0.8209065794944763,0.0003,0.0038724467158317566,-0.006199589445044831,0.036119655
2916352,178,862.20535091,324,8981,836.92,0.17763102054595947,3.793512360994206,0.37365552325581397,0.2,1920,0.10716249034848324,0.696139931678772,0.0003,0.030627066269516945,-0.0030605066199462082,0.034155358
2932736,179,857.16944544,326,8980,825.72,0.1778765469789505,3.7740297377711594,0.37109375,0.2,1924,0.05718381614471325,0.7869182229042053,0.0003,-0.0014319270849227905,-0.0013613618211820722,0.041433256
2949120,180,862.18147252,328,8987,845.08,0.17786617577075958,3.766743060314294,0.2940340909090909,0.2,1925,0.056975502633687225,0.8549845218658447,0.0003,0.044765159487724304,0.012213870078663935,0.023077058
2965504,181,859.5823980099999,329,8986,859.35,0.178071066737175,3.7562095871511496,0.3701908903301887,0.2,1929,0.07326462128603796,0.80625319480896,0.0003,-0.008578609675168991,-0.0023403401785301713,0.03352669
2981888,182,891.3506824000001,331,8989,868.31,0.17812858521938324,3.7499133307358314,0.3832502693965517,0.2,1931,0.09144638787055838,0.7049834728240967,0.0003,0.05728611722588539,0.005490703353706491,0.03539625
2998272,183,911.6812315699999,333,8991,883.22,0.17865954339504242,3.7288919318289984,0.3614908854166667,0.2,1934,0.04668474233975368,0.8128330707550049,0.0003,0.018221169710159302,0.0003124559187285957,0.03304697
3014656,184,859.3841956600002,335,8989,858.91,0.17872680723667145,3.707011173256731,0.36348866150442477,0.2,1938,0.05174627525122028,0.7905746698379517,0.0003,0.009464389644563198,-0.0020265222199475474,0.032381114
3031040,185,822.66396649,337,8990,837.13,0.17869316041469574,3.70430025100708,0.3679017857142857,0.2,1941,0.06832572006753512,0.7882001399993896,0.0003,0.02187347039580345,-0.0016151160906468119,0.031310875
3047424,186,765.33585768,338,8992,827.57,0.17878782749176025,3.7016005610788105,0.3703176738410596,0.2,1944,0.1313066247677961,0.7342271208763123,0.0003,0.03855843469500542,0.0029758477864157877,0.03300857
3063808,187,725.65951618,340,8991,781.65,0.1786314696073532,3.7083703301571034,0.37604890046296297,0.2,1948,0.16885857280619718,0.6720319986343384,0.0003,0.06487848609685898,-0.004382816149801429,0.039801612
3080192,188,698.8534478299998,342,8994,744.91,0.1785018891096115,3.7118747687675584,0.3566791373239437,0.2,1951,0.07058298107708844,0.81004798412323,0.0003,0.012465782463550568,0.0003965920473540753,0.032075264
3096576,189,681.2870599,344,8999,739.55,0.17844200134277344,3.7189290593652164,0.3351907169117647,0.2,1953,0.07595629765487769,0.8539025783538818,0.0003,0.04661840572953224,0.014531242887160796,0.04129148
3112960,190,730.67685304,345,9000,734.07,0.17879413068294525,3.71452427857759,0.34858754139072845,0.2,1956,0.10725760854632649,0.7965151071548462,0.0003,0.031484898179769516,0.0013609098575836577,0.03169159
3129344,191,703.3582976399999,347,9003,722.54,0.1789621114730835,3.689296351761377,0.3394498424369748,0.2,1958,0.08178061165479052,0.8397113084793091,0.0003,0.05376225337386131,0.0017375327752386573,0.031711876
3145728,192,694.1154965300001,349,9008,721.11,0.179025337100029,3.6843934725312626,0.32852711397058826,0.2,1960,0.08960191757582567,0.8201669454574585,0.0003,0.049070924520492554,0.015367205610827488,0.035499327
3162112,193,685.1584190699999,351,9006,715.31,0.17956067621707916,3.6652574194238543,0.3745511968085106,0.2,1964,0.077883029364525,0.8071361184120178,0.0003,0.03344305604696274,-0.003670759196888576,0.035521545
3178496,194,647.5859032799999,352,9005,670.38,0.17939393222332,3.654180298024173,0.3707932692307692,0.2,1968,0.08913963058820137,0.8376060724258423,0.0003,0.023867292329669,-0.004052448480461652,0.035627957
3194880,195,624.84815301,354,9004,653.59,0.17934472858905792,3.6649325675434534,0.36258680555555556,0.2,1971,0.10224871933460236,0.8322341442108154,0.0003,0.04686281085014343,-0.0003133414934078852,0.033915192
3211264,196,620.7384181000001,356,9000,653.27,0.17924416065216064,3.6738055921517887,0.38914763621794873,0.2,1976,0.09347589759347148,0.822783887386322,0.0003,0.036111824214458466,-0.00812100056403627,0.036311302
3227648,197,616.1916698999999,358,9003,660.69,0.17937071621418,3.666423366704118,0.35202838302752293,0.2,1978,0.11259381712303249,0.7762235403060913,0.0003,0.051456816494464874,0.007415149258364231,0.030389491
3244032,198,645.42212946,360,9003,687.73,0.17953188717365265,3.6538239830699046,0.3663582402234637,0.2,1981,0.09420710456604398,0.801066517829895,0.0003,0.025861945003271103,-0.0003217206799617693,0.03235639
3260416,199,656.8866311300001,362,9005,694.6,0.17990504205226898,3.635175590161924,0.35575810185185186,0.2,1984,0.07766328959001435,0.8088258504867554,0.0003,0.01391608640551567,0.0001891643099233876,0.03172674
3276800,200,652.6895342400001,363,9010,681.55,0.1800205558538437,3.6188111614297935,0.3053385416666667,0.2,1985,0.08213035658829743,0.8315906524658203,0.0003,0.12272006273269653,0.013310236226836289,0.023092322
