rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/explained_variance,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/value_loss,train/std,train/approx_kl
1000.0,1286.44767069,48,26,425984,8800,0.8961583971977234,0.3534606073943662,0.2,0.003474420520254004,0.0005279493052512407,1405,3.667749905250442,0.0003,0.003071581320115693,0.1792435646057129,0.034175914
1000.0,1289.8630948599998,50,27,442368,8835,0.9169420599937439,0.30093149038461536,0.2,0.011090750555292917,0.009128877893090248,1406,3.652111585323627,0.0003,0.003539968111838859,0.17926496267318726,0.022896834
1000.0,1296.00003783,51,28,458752,8855,0.8829563856124878,0.3575384794776119,0.2,0.004807161898769216,-0.018228061497211456,1409,3.6616502644410773,0.0003,0.002151595142760328,0.17908068001270294,0.043074653
1000.0,1296.6268476599998,53,29,475136,8895,0.8713186979293823,0.3235085227272727,0.2,0.013074601464199297,0.022929882630705833,1410,3.6675444733012807,0.0003,0.002654658775127521,0.17903564870357513,0.02552353
1000.0,1294.2805910799998,55,30,491520,8906,0.8886528015136719,0.36325799851190477,0.2,0.0015294161941190915,-0.01565677858889103,1413,3.665644170272918,0.0003,0.003186008230494779,0.17916961014270782,0.034404933
1000.0,1297.08387873,57,31,507904,8885,0.9153890609741211,0.392565190397351,0.2,-0.009550978258461846,-0.0194949209690094,1418,3.677595403020745,0.0003,0.002792817928260871,0.17875297367572784,0.035823118
1000.0,1293.53929,59,32,524288,8867,0.8395997285842896,0.3659402412280702,0.2,-0.007931213850449575,-0.014851707965135574,1423,3.702509362237495,0.0003,0.0024688839924668794,0.1784314513206482,0.036041543
1000.0,1294.9323879800002,61,33,540672,8848,0.8273367285728455,0.36188412408759124,0.2,-0.0029690364336622133,-0.016160691156983376,1428,3.7098620738426265,0.0003,0.004028985054184594,0.17836536467075348,0.0376636
1000.0,1292.4896518,63,34,557056,8834,0.8296371698379517,0.37318084386281586,0.2,-0.006737723467041089,-0.02549697458744049,1433,3.724328711575119,0.0003,0.0033583131716300864,0.17813491821289062,0.035340656
1000.0,1285.94993146,64,35,573440,8840,0.9010169506072998,0.3507731541450777,0.2,-0.0011033025242079416,-0.013433650135993958,1437,3.7383085754868897,0.0003,0.0026945216458175002,0.1779271364212036,0.04783827
1000.0,1277.3830413,66,36,589824,8843,0.8905110359191895,0.36305370145631066,0.2,-0.00272222082650524,-0.0316554419696331,1441,3.744056016496084,0.0003,0.004754163223110791,0.17802660167217255,0.036441833
1000.0,1277.37318192,68,37,606208,8829,0.9046998023986816,0.3675524437716263,0.2,-0.007254852831144543,-0.02781924232840538,1446,3.741840052357182,0.0003,0.0036620511101384786,0.17787893116474152,0.033206798
1000.0,1275.0374551300001,70,38,622592,8808,0.8914324045181274,0.3707254464285714,0.2,-0.007985933325253427,-0.006481342948973179,1452,3.756514771325248,0.0003,0.0023728940825510237,0.17778007686138153,0.035631776
1000.0,1274.2166448899998,72,39,638976,8815,0.9300938844680786,0.3473307291666667,0.2,-0.0027038886194835263,-0.02070523239672184,1455,3.744415957480669,0.0003,0.0030162997682054993,0.17819547653198242,0.030801801
1000.0,1270.21875123,74,40,655360,8812,0.8869901895523071,0.37182291666666667,0.2,-0.0042042979494565065,0.023511290550231934,1459,3.7383493942684596,0.0003,0.0031016687117516994,0.1779995709657669,0.032835364
1000.0,1270.1801435500001,76,41,671744,8828,0.909712553024292,0.34010036496350365,0.2,0.0034794181442554415,-0.023778991773724556,1462,3.746393661429412,0.0003,0.003561377241514134,0.17789657413959503,0.036062703
1000.0,1272.83203359,77,42,688128,8824,0.9117772579193115,0.36171221234309625,0.2,-0.0045237375703877985,-0.015379815362393856,1466,3.7582562787762246,0.0003,0.0021470056614881403,0.1778450459241867,0.033074327
1000.0,1271.7263724099998,79,43,704512,8819,0.8245536088943481,0.3605895483193277,0.2,-0.001794259316295761,-0.024567442014813423,1470,3.7484997591050733,0.0003,0.005590243662214454,0.1779690533876419,0.032851875
