time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
835584,1000.0,51,6085,137,1289.0793861800003,0.001250540311957593,0.0003,-0.6347457896918058,-0.041266050189733505,0.25466814637184143,0.029008478,0.2,500,0.9401440620422363,0.324725341796875,-0.025397025270649465
851968,1000.0,52,6095,139,1288.0302244999998,0.0009239004252322048,0.0003,-0.5613930703140795,-0.03395147621631622,0.2528999149799347,0.028629715,0.2,510,0.945425808429718,0.32257080078125,-0.023499067132797792
868352,1000.0,53,6105,142,1290.27065592,0.0008128310819756734,0.0003,-0.4753790349699557,-0.04379389435052872,0.2516471743583679,0.02870176,0.2,520,0.9493831396102905,0.322283935546875,-0.025109087333476054
884736,1000.0,54,6114,144,1291.0325393399999,0.0008127799124849844,0.0003,-0.39582617552950977,-0.03486892208456993,0.2496057003736496,0.030481115,0.2,530,0.9453941583633423,0.33651123046875,-0.02313148266512144
901120,1000.0,55,6123,147,1296.44556687,0.0006345828786834318,0.0003,-0.28586358213797214,-0.02980748377740383,0.2472618818283081,0.029957952,0.2,540,0.9294598698616028,0.3334716796875,-0.022866229424835183
917504,1000.0,56,6132,149,1294.69585101,0.0007389608525045332,0.0003,-0.18835399560630323,-0.02604452334344387,0.24515073001384735,0.027986089,0.2,550,0.9475722312927246,0.32486572265625,-0.02292168928634055
933888,1000.0,57,6141,152,1297.24644052,0.0010205246307123162,0.0003,-0.10087166875600814,-0.04292996600270271,0.24374747276306152,0.02893883,0.2,560,0.9282732009887695,0.33155517578125,-0.023304223048762653
950272,1000.0,58,6150,154,1296.92860438,0.0007405408696286031,0.0003,-0.005854601971805096,-0.0362684391438961,0.2415316253900528,0.03008122,0.2,570,0.9518055319786072,0.3369873046875,-0.024250760854920374
966656,1000.0,59,6166,156,1291.4151731900001,0.0010313384391301584,0.0003,0.08525261156486742,-0.03106825239956379,0.24007244408130646,0.02930519,0.2,578,0.9267815351486206,0.32347695707070706,-0.020221102026037194
983040,1000.0,60,6203,158,1293.92086071,0.007187690302405668,0.0003,0.11122663124747899,0.00916337501257658,0.23977260291576385,0.028237801,0.2,580,0.8065182566642761,0.31953125,0.0009982042986413707
999424,1000.0,61,6188,161,1293.48400664,0.00046266925869531406,0.0003,0.18696944122202694,-0.033215899020433426,0.23816098272800446,0.02869955,0.2,590,0.9048750400543213,0.323846435546875,-0.022323030654661125
1015808,1000.0,62,6175,164,1297.12028807,0.0006909885537424998,0.0003,0.26124922558665276,-0.032487381249666214,0.23673327267169952,0.03015159,0.2,600,0.9433028697967529,0.344915771484375,-0.023500299040824756
1032192,1000.0,63,6162,167,1297.7248522599998,0.0008319597215631803,0.0003,0.33173349853605033,-0.03615150228142738,0.23473449051380157,0.03174389,0.2,610,0.9370589256286621,0.329376220703125,-0.023624403720896227
1048576,1000.0,64,6164,170,1294.9566716299998,0.0010461489907740299,0.0003,0.4261707074075773,-0.03143073245882988,0.233181431889534,0.029837862,0.2,619,0.9466823935508728,0.33557780847145485,-0.020736967561625862
1064960,1000.0,65,6171,172,1298.95610797,0.0012592745432812081,0.0003,0.48019784125499426,-0.028932709246873856,0.232611283659935,0.03063797,0.2,629,0.9409583210945129,0.333905029296875,-0.023365927089980688
