time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
884736,1000.0,54,6628,133,1128.27852639,0.0009243317887921876,0.0003,-1.6085507057607173,-0.03342725709080696,0.27465271949768066,0.031186087,0.2,530,0.9509961605072021,0.3349853515625,-0.025233694021153497
901120,1000.0,55,6627,135,1139.46751089,0.0005080361649106635,0.0003,-1.5309442672878504,-0.038787852972745895,0.2726871073246002,0.03325365,0.2,540,0.9601959586143494,0.353436279296875,-0.02697751353480271
917504,1000.0,56,6625,138,1147.05562571,0.0006387634378825169,0.0003,-1.3814952448010445,-0.032214608043432236,0.2698623836040497,0.03438531,0.2,550,0.9646170735359192,0.35924072265625,-0.026147633695654805
933888,1000.0,57,6633,140,1157.5046648700002,0.0005575733239259992,0.0003,-1.2472468331708746,-0.030122950673103333,0.26773887872695923,0.031119063,0.2,559,0.9639919400215149,0.3319209039548023,-0.022818581241475885
950272,1000.0,58,6630,143,1165.18120954,0.0007464003473614866,0.0003,-1.1389399843290449,-0.02638986147940159,0.2659081518650055,0.031160818,0.2,569,0.9676815271377563,0.337945556640625,-0.024867555877062842
966656,1000.0,59,6630,145,1167.08012222,0.0006207159912264615,0.0003,-1.0462450720369816,-0.02498583495616913,0.2642594277858734,0.03267318,0.2,579,0.9681254029273987,0.355340576171875,-0.025822910393617348
983040,1000.0,60,6633,148,1173.3444820500001,0.0009244719422049171,0.0003,-0.9499336026271461,-0.040385592728853226,0.2623728811740875,0.033163447,0.2,588,0.9585080742835999,0.3519027656794425,-0.025000042549759564
999424,1000.0,61,6638,150,1173.34609132,0.0004967488219867293,0.0003,-0.8050600129117118,-0.01940772868692875,0.2595112919807434,0.034053233,0.2,597,0.9536356925964355,0.3614876361161525,-0.023258044238214107
1015808,1000.0,62,6636,153,1174.2332951000003,0.0006173708606183936,0.0003,-0.688499519880861,-0.04052812606096268,0.25762858986854553,0.03366346,0.2,607,0.9682564735412598,0.363006591796875,-0.026412553084082902
1032192,1000.0,63,6635,155,1181.52426024,0.000746735308348434,0.0003,-0.5893892889842391,-0.026293620467185974,0.25616684556007385,0.0348154,0.2,617,0.9659835696220398,0.358770751953125,-0.02350649979998707
1048576,1000.0,64,6636,158,1181.16789226,0.0004982915456783919,0.0003,-0.48370121776565045,-0.05629086494445801,0.25417929887771606,0.033902112,0.2,627,0.9782447218894958,0.3575284090909091,-0.02518285922783096
1064960,1000.0,65,6642,160,1181.8942907100002,0.0007349465204454244,0.0003,-0.38584040850400925,-0.035168103873729706,0.252389520406723,0.038883626,0.2,636,0.9669029712677002,0.3459983648255814,-0.021623815668840682
1081344,1000.0,66,6640,162,1181.6017076500002,0.00127977057991302,0.0003,-0.30437274975702167,-0.041273266077041626,0.25154978036880493,0.030357251,0.2,646,0.9439568519592285,0.35594482421875,-0.02289813441238948
1097728,1000.0,67,6653,164,1187.5552827800002,0.000369552137985296,0.0003,-0.22227658061128036,-0.030389869585633278,0.24959002435207367,0.0319301,0.2,653,0.9682482481002808,0.3352481617647059,-0.01636350467486088
1114112,1000.0,68,6660,167,1185.0622146099997,0.0004620783449109841,0.0003,-0.10504753520435325,-0.008147583343088627,0.2475639432668686,0.033020418,0.2,661,0.9767090678215027,0.3469004582484725,-0.02215964104382742
1130496,1000.0,69,6663,169,1186.4153834,0.0009868562862127143,0.0003,0.001734462827713537,-0.0417654924094677,0.24579574167728424,0.035996888,0.2,670,0.9615442156791687,0.370034188517179,-0.021107547496282117
1146880,1000.0,70,6675,171,1188.56179631,0.0006246346990658081,0.0003,0.08686220155583556,-0.04021026939153671,0.2441086620092392,0.034064587,0.2,677,0.9681658744812012,0.332663881748072,-0.01658465462595531
1163264,1000.0,71,6690,173,1191.57705508,0.0010182834884532035,0.0003,0.17471639597816935,-0.04041016101837158,0.24304752051830292,0.037712734,0.2,683,0.9542030096054077,0.32235521788990823,-0.01581081446966538
1179648,1000.0,72,6701,176,1191.41048665,0.001063762611967507,0.0003,0.2371297472379577,-0.05499172583222389,0.24213989078998566,0.034483843,0.2,690,0.946374773979187,0.3546709947183099,-0.01679574897591497
1196032,1000.0,73,6713,178,1179.847834,0.0013303839724803186,0.0003,0.27160857982457953,-0.027699289843440056,0.2416914999485016,0.03173315,0.2,696,0.9550589919090271,0.34166181848404253,-0.015981404329377644
1212416,1000.0,74,6725,180,1182.1143590699999,0.0025246008800396454,0.0003,0.29242055606967193,-0.03157394751906395,0.24150274693965912,0.028493827,0.2,702,0.9139708876609802,0.33692175196850394,-0.013005693983335507
1228800,1000.0,75,6738,182,1180.1050067100002,0.0012117896680493,0.0003,0.3305772352347852,-0.024164609611034393,0.24066781997680664,0.03153145,0.2,708,0.9249699711799622,0.3597243394308943,-0.013479272427345276
1245184,1000.0,76,6751,184,1178.96092444,0.0025273657100104326,0.0003,0.37497490009612583,-0.03813084959983826,0.24010606110095978,0.034668267,0.2,714,0.922870934009552,0.34623474482248523,-0.012016593537860986
1261568,1000.0,77,6776,186,1177.0298672899999,0.004117939860062224,0.0003,0.3893521571981496,0.001886187819764018,0.23979605734348297,0.032451432,0.2,716,0.8732051849365234,0.3520002693965517,0.005286374667274027
1277952,1000.0,78,6802,187,1178.26804308,0.0026434754431758803,0.0003,0.40134520683346725,-0.017956193536520004,0.23972634971141815,0.033719495,0.2,718,0.9358034133911133,0.3509908536585366,0.006752820986482065
1294336,1000.0,79,6817,189,1185.5867405000001,0.0008161633280137141,0.0003,0.4571101083451469,-0.013760756701231003,0.23831360042095184,0.030801367,0.2,723,0.9684445261955261,0.344444735738255,-0.011309314660584217
1310720,1000.0,80,6817,192,1187.9557081199998,0.0010481811036192488,0.0003,0.524935965374526,-0.04183800891041756,0.23751309514045715,0.034976315,0.2,732,0.9606776237487793,0.3742879231770833,-0.021311456869120268
1327104,1000.0,81,6832,194,1192.49661832,0.0005185237819020356,0.0003,0.5806492414416337,-0.018138054758310318,0.2364989072084427,0.02931969,0.2,736,0.9694129824638367,0.3141037855691057,-0.010638210933837221
1343488,1000.0,82,6841,196,1200.57897851,0.0005842583579310873,0.0003,0.6583088836620636,-0.02955235168337822,0.23526433110237122,0.037485808,0.2,743,0.9669563174247742,0.3463036983204134,-0.01545452090938039
1359872,1000.0,83,6852,198,1206.57167045,0.0003445900478506455,0.0003,0.7748516192601161,-0.023991625756025314,0.23288507759571075,0.032896873,0.2,748,0.97934490442276,0.3577903891509434,-0.011896546501021996
1376256,1000.0,84,6859,200,1214.20877202,0.0003438156240558752,0.0003,0.9057367501893916,-0.018372535705566406,0.23100826144218445,0.034576375,0.2,755,0.9756335020065308,0.36025677200902934,-0.016827518331690043
1392640,1000.0,85,6873,202,1222.4316754,0.0006385183876467848,0.0003,0.9797471713845747,-0.04357684403657913,0.23040512204170227,0.03361826,0.2,760,0.9789710640907288,0.3336422217153285,-0.00966478124249006
1409024,1000.0,86,6882,204,1221.5001447900001,0.000619672092954588,0.0003,1.056325279638131,-0.027477214112877846,0.2287672609090805,0.03537563,0.2,766,0.973270058631897,0.34650859164420483,-0.016533426782292016
1425408,1000.0,87,6892,206,1220.36480208,0.0007522554747120805,0.0003,1.143123978490076,-0.03312771022319794,0.2277604192495346,0.03395261,0.2,772,0.9709728360176086,0.3558093494550409,-0.017045365869161503
1441792,1000.0,88,6894,209,1218.9675606099997,0.0009805001853061025,0.0003,1.1823406758817654,-0.03606946021318436,0.22743749618530273,0.042209208,0.2,781,0.9598226547241211,0.3586089199029126,-0.017439578769692373
1458176,1000.0,89,6901,211,1216.90091587,0.0004586033608653565,0.0003,1.2512207459034532,-0.019906263798475266,0.2260071486234665,0.032227103,0.2,788,0.9744272232055664,0.35562761662679426,-0.014987559137424748
1474560,1000.0,90,6894,213,1214.89971809,0.0008212740338689922,0.0003,1.2993770664514497,-0.03481278568506241,0.2255094051361084,0.03753759,0.2,797,0.9675890803337097,0.3673464752906977,-0.019473794854946377
1490944,1000.0,91,6908,215,1210.09910592,0.0007003556526494018,0.0003,1.3502375640802913,-0.012920289300382137,0.2246619015932083,0.03533033,0.2,802,0.9681104421615601,0.3471408420138889,-0.009526057681392154
1507328,1000.0,92,6931,217,1212.60999509,0.0014493665767504888,0.0003,1.3854030090219833,-0.02703351341187954,0.2243500053882599,0.027864672,0.2,804,0.9586500525474548,0.2893382352941177,0.003995873664012726
1523712,1000.0,93,6947,219,1220.8068526800002,0.0006601007449857066,0.0003,1.4357458186837344,-0.02948100119829178,0.22328056395053864,0.036277585,0.2,808,0.9480103850364685,0.3423039362980769,-0.005913001063163392
1540096,1000.0,94,6968,221,1218.98437716,0.0007366566505116048,0.0003,1.4838046581690547,0.006487020757049322,0.2225504368543625,0.035411656,0.2,811,0.9674366116523743,0.3128578244274809,0.0025336617703428706
1556480,1000.0,95,6981,222,1216.33709693,0.001064124460716979,0.0003,1.534541373958393,-0.025076767429709435,0.2219018042087555,0.03673154,0.2,815,0.9601845145225525,0.3108657525510204,-0.0023593655906199496
1572864,1000.0,96,6995,224,1212.98709522,0.001222695680895358,0.0003,1.552280670718143,-0.030025502666831017,0.22179089486598969,0.036406294,0.2,820,0.9315851330757141,0.3432360197368421,-0.008156988515056446
1589248,1000.0,97,7004,226,1213.72202184,0.001897547243219508,0.0003,1.588362791921973,-0.017426908016204834,0.22106647491455078,0.035052292,0.2,826,0.9352658987045288,0.36243609828496043,-0.0161162220595262
1605632,1000.0,98,7014,228,1211.3433641699999,0.001578289367716934,0.0003,1.6046895630657674,-0.029268302023410797,0.22092795372009277,0.035042718,0.2,831,0.950385332107544,0.3619384765625,-0.009937094306224026
1622016,1000.0,99,7035,230,1210.28371699,0.0015284235974272282,0.0003,1.611144676575294,-0.0017300586914643645,0.22084148228168488,0.051596075,0.2,833,0.9396992325782776,0.32890625,0.01196460947394371
1638400,1000.0,100,7050,232,1211.1241030199997,0.0005679668853796708,0.0003,1.664217823860692,-0.04502374306321144,0.21961566805839539,0.02920382,0.2,837,0.9760525226593018,0.3363779105392157,-0.0053535424191139495
1654784,1000.0,101,7048,234,1212.9647222699998,0.0007420605086742283,0.0003,1.7419517812450318,-0.04758056625723839,0.21883349120616913,0.036155235,0.2,847,0.9593353271484375,0.3868865442439863,-0.01936912697322244
1671168,1000.0,102,7061,236,1215.1957134900001,0.0005847175796630029,0.0003,1.7984655665275746,-0.03785816207528114,0.2176382839679718,0.035887957,0.2,852,0.9715104103088379,0.34517445958646614,-0.01068601680786482
1687552,1000.0,103,7072,238,1227.6164873299997,0.00044369676785453206,0.0003,1.8554165919325245,-0.015905583277344704,0.21700641512870789,0.037866637,0.2,857,0.9728923439979553,0.366240088619403,-0.008586921768242132
1703936,1000.0,104,7086,240,1231.4044606100003,0.0006022954621585086,0.0003,1.9092651919314736,0.0029256294947117567,0.2158995419740677,0.031305652,0.2,860,0.9740639328956604,0.3251324926900585,-0.003376253937746872
1720320,1000.0,105,7099,242,1232.16542349,0.0007574369037974643,0.0003,1.9811037991144886,-0.023189783096313477,0.21496550738811493,0.030130483,0.2,864,0.9710201025009155,0.3313712899543379,-0.004851906730465965
1736704,1000.0,106,7109,244,1236.55771996,0.0007968373008355099,0.0003,2.030676904746464,-0.019028767943382263,0.2142801135778427,0.03582294,0.2,869,0.9680152535438538,0.35712890625,-0.009671264323073307
1753088,1000.0,107,7125,246,1235.13921392,0.0004419143177691917,0.0003,2.065267250972724,-0.020511606708168983,0.21389175951480865,0.028375624,0.2,872,0.956011950969696,0.3229166666666667,-0.00022654849069439015
1769472,1000.0,108,7139,247,1234.35962617,0.0016186761376316802,0.0003,2.0867655937660468,-0.03987688943743706,0.2137443721294403,0.035053127,0.2,876,0.9404431581497192,0.36795774647887325,-0.0037102180045587778
1785856,1000.0,109,7149,249,1233.37477166,0.0005190017214339119,0.0003,2.133873272458569,-0.03040817566215992,0.21257345378398895,0.03396964,0.2,881,0.9609243273735046,0.3589378384476534,-0.007545176538763171
1802240,1000.0,110,7161,251,1234.91018288,0.0007545334758712367,0.0003,2.2032614678144453,-0.008307118900120258,0.21172621846199036,0.03052971,0.2,885,0.9598684906959534,0.337841796875,-0.0062945667111004395
1818624,1000.0,111,7179,253,1234.50424811,0.0006251914785868238,0.0003,2.2386049991700707,-0.01713179610669613,0.21132877469062805,0.0303896,0.2,887,0.9735403060913086,0.3111185213414634,0.0074626014272614226
1835008,1000.0,112,7185,255,1237.08706995,0.0007368934531183124,0.0003,2.2947394740110063,-0.029896074905991554,0.21056495606899261,0.03612311,0.2,893,0.9661065340042114,0.3735323975988701,-0.01191301703305736
1851392,1000.0,113,7194,257,1237.2945981599999,0.00035839601292957546,0.0003,2.3459943476177396,-0.03330424800515175,0.20962651073932648,0.0347721,0.2,898,0.9813627600669861,0.3571295705782313,-0.009104127273419681
1867776,1000.0,114,7207,259,1238.03094822,0.000773010182936834,0.0003,2.4061067801601483,-0.026701342314481735,0.2087506204843521,0.033862114,0.2,902,0.9731462001800537,0.33472140330188677,-0.005737935890276688
1884160,1000.0,115,7222,260,1239.84780907,0.0006065130921062799,0.0003,2.460861926812392,-0.02431044913828373,0.20793533325195312,0.04986251,0.2,905,0.9752206802368164,0.31568509615384616,0.0038280350156128405
1900544,1000.0,116,7234,262,1240.1758448500002,0.0005849997914280348,0.0003,2.5305967957193403,-0.025547388941049576,0.20694711804389954,0.032761883,0.2,909,0.9730164408683777,0.36268721198156684,-0.004162801810527384
1916928,1000.0,117,7243,264,1242.5167945199998,0.0005165379426484801,0.0003,2.58800033356646,-0.0336335152387619,0.20614396035671234,0.036337484,0.2,914,0.964089572429657,0.34259779676258995,-0.009301946655069913
1933312,1000.0,118,7259,266,1245.65561901,0.0006325384026200956,0.0003,2.620986168799193,-0.022213226184248924,0.20573115348815918,0.031169813,0.2,916,0.9662043452262878,0.30740489130434784,0.006130479863318412
1949696,1000.0,119,7270,268,1249.2893834000001,0.0005438609516916229,0.0003,2.6755471737488454,-0.03496727719902992,0.20476827025413513,0.033597484,0.2,920,0.9717941284179688,0.3542459239130435,-0.007351029845481009
1966080,1000.0,120,7280,270,1254.69604306,0.0003062551100540193,0.0003,2.7479451747650794,-0.013401719741523266,0.20363165438175201,0.033070467,0.2,924,0.9737721085548401,0.3607380319148936,-0.006345753605536958
1982464,1000.0,121,7295,271,1259.87430126,0.0005051248909338661,0.0003,2.8059145222539486,-0.008058706298470497,0.2027975469827652,0.031130688,0.2,926,0.9772111177444458,0.3222486413043478,0.0032921442245740606
1998848,1000.0,122,7303,273,1254.23062148,0.0006100797254767973,0.0003,2.882336001798331,-0.016068045049905777,0.20169447362422943,0.034560964,0.2,930,0.9720247387886047,0.3631714357429719,-0.007073515953204359
2015232,1000.0,123,7317,275,1256.06177027,0.0014780395993274516,0.0003,2.9320029051407523,0.014983875676989555,0.20142892003059387,0.031418204,0.2,932,0.9495434165000916,0.3423233695652174,0.00461993834975621
2031616,1000.0,124,7333,277,1253.42237771,0.000929449109274796,0.0003,2.957761611436543,-0.006995950825512409,0.20077486336231232,0.033051275,0.2,934,0.9613823890686035,0.3534128289473684,0.00590033040529019
2048000,1000.0,125,7345,278,1247.5891435199999,0.0007734464055954896,0.0003,2.9982508774461416,-0.007756311912089586,0.20055773854255676,0.032416344,0.2,937,0.9710691571235657,0.3370150862068966,0.0023855495603819347
2064384,1000.0,126,7362,280,1238.56105806,0.000813283437403301,0.0003,3.002977591294509,0.004283358342945576,0.2005125731229782,0.023640819,0.2,938,0.9768429398536682,0.3019831730769231,0.009941960792415418
2080768,1000.0,127,7379,281,1234.0830178200001,0.003977321899206987,0.0003,3.0019439171100486,0.026236755773425102,0.20058883726596832,0.025766892,0.2,939,0.9249829649925232,0.32354525862068967,0.011084150747749311
2097152,1000.0,128,7389,283,1239.77621534,0.0009148133926164213,0.0003,3.0177011811331416,0.0011136961402371526,0.20009072124958038,0.033622872,0.2,942,0.9701120257377625,0.35674157303370785,-0.002390507108981857
2113536,1000.0,129,7400,285,1241.4174061800002,0.000889630438674741,0.0003,3.055882963320104,-0.0353100411593914,0.19963018596172333,0.036741875,0.2,946,0.9597422480583191,0.3717606707317073,-0.002354206053948984
2129920,1000.0,130,7413,287,1242.38999738,0.0007013518301185817,0.0003,3.0806535684837484,-0.0054461234249174595,0.19932043552398682,0.02910058,0.2,948,0.9744347929954529,0.3017762382075472,0.005080896188100835
2146304,1000.0,131,7427,288,1243.08894055,0.00055400005311683,0.0003,3.108577313877287,0.00491419667378068,0.1990051418542862,0.029301707,0.2,950,0.9802635312080383,0.2978515625,0.00615738318412609
2162688,1000.0,132,7438,290,1253.4525632,0.0005005404741072344,0.0003,3.1480635367565273,-0.0157790444791317,0.19833388924598694,0.035131637,0.2,953,0.9754741787910461,0.35049495341614906,-0.0020393006625058856
2179072,1000.0,133,7453,292,1252.92403376,0.0011004342661740689,0.0003,3.17176649753864,0.0223391130566597,0.19824974238872528,0.048751213,0.2,955,0.9636155962944031,0.32127403846153846,0.013505648047878191
2195456,1000.0,134,7468,293,1252.60790387,0.0016578478086739779,0.0003,3.1755099201202395,-0.0091983862221241,0.19823125004768372,0.021136334,0.2,956,0.953860878944397,0.27234375,0.00918477911502123
