rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/approx_kl,train/std,train/learning_rate
393.19123825,1,10511,1,1000.0,16384,,,,,,,,,,,
406.83783478125,2,8191,4,1000.0,32768,0.23077939286595212,-0.01675763052298862,-4.993587154895067,0.19266357421875,10,0.027822095900774002,-1.5964586734771729,0.2,0.016501343,0.3665866553783417,0.0003
421.232719625,3,7601,6,1000.0,49152,0.039989604530273934,-0.022060552657785594,-4.949691300094128,0.2053466796875,20,-0.0038487734273076057,-0.058393001556396484,0.2,0.016304927,0.3652966022491455,0.0003
432.31750325,4,7350,8,1000.0,65536,0.02907290580624249,-0.024212987453938694,-4.905222661048174,0.2181884765625,30,-0.010889165103435516,0.558956503868103,0.2,0.01755542,0.36381927132606506,0.0003
440.00406953749996,5,7204,11,1000.0,81920,0.021832017987617292,-0.02652757659470808,-4.830171339213848,0.2390625,40,-0.02385181561112404,0.628740131855011,0.2,0.01828754,0.36153706908226013,0.0003
450.59621671875,6,7111,13,1000.0,98304,0.01905159401940182,-0.026382663565891563,-4.766818122565747,0.231402587890625,50,-0.028850365430116653,0.7115148305892944,0.2,0.018584799,0.3594309091567993,0.0003
470.14182099,7,7044,16,1000.0,114688,0.01690457085351227,-0.027603330388956238,-4.6866809412837025,0.24593505859375,60,-0.02554067224264145,0.743422269821167,0.2,0.018802248,0.35710248351097107,0.0003
491.66998857000004,8,6999,18,1000.0,131072,0.012168008343724068,-0.028785416667960816,-4.6137550584971905,0.258038330078125,70,-0.025446046143770218,0.7749357223510742,0.2,0.01982953,0.35502493381500244,0.0003
515.3009937,9,6961,21,1000.0,147456,0.012905989159480668,-0.028944815383147214,-4.5545796297490595,0.253216552734375,80,-0.01209263876080513,0.7767471671104431,0.2,0.02042576,0.353339821100235,0.0003
541.38724315,10,6936,23,1000.0,163840,0.00942620471905684,-0.02857682900284999,-4.4871217124164104,0.258917236328125,90,-0.036868151277303696,0.7986782193183899,0.2,0.020417873,0.3511771857738495,0.0003
566.3854611099999,11,6911,26,1000.0,180224,0.008784712619672064,-0.02957973548254813,-4.415813402831555,0.25570068359375,100,-0.03443382680416107,0.8286654353141785,0.2,0.020365007,0.3490985333919525,0.0003
588.53749303,12,6894,28,1000.0,196608,0.009135366224654717,-0.029761467114440165,-4.344403045624494,0.270709228515625,110,-0.04127860441803932,0.8470380306243896,0.2,0.021611761,0.3469718396663666,0.0003
