rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/approx_kl,train/std,train/learning_rate
756.51186475,1,10722,1,1000.0,16384,,,,,,,,,,,
771.95729046875,2,8295,3,1000.0,32768,0.23015466916840524,-0.015755322515542503,-4.9891561910510065,0.1888916015625,10,0.03160113841295242,-2.0176098346710205,0.2,0.01587746,0.3665388524532318,0.0003
786.1610887916667,3,7690,6,1000.0,49152,0.03776571284688544,-0.021142038154357577,-4.940744081884622,0.201580810546875,20,-0.008464217185974121,-0.46746671199798584,0.2,0.016607083,0.36495670676231384,0.0003
795.133552234375,4,7393,8,1000.0,65536,0.025687148090219124,-0.022202849323730334,-4.876608115434647,0.203045654296875,30,-0.007457368541508913,0.4290052056312561,0.2,0.01645445,0.3626512587070465,0.0003
800.74104445,5,7239,11,1000.0,81920,0.018471568282984664,-0.024481429895968177,-4.7741175383329395,0.22650146484375,40,-0.017924223095178604,0.518248438835144,0.2,0.017265132,0.3598973751068115,0.0003
807.8544038020833,6,7161,13,1000.0,98304,0.015505268146807794,-0.02360713890629995,-4.696767179667949,0.21629638671875,50,-0.026701541617512703,0.6433771252632141,0.2,0.016707975,0.35725173354148865,0.0003
823.2625729900001,7,7076,16,1000.0,114688,0.012935507878137287,-0.02639859002956655,-4.5974708564579485,0.22490234375,60,-0.02080017514526844,0.6942420601844788,0.2,0.017850459,0.35446301102638245,0.0003
841.0689576500001,8,7041,18,1000.0,131072,0.00975120629009325,-0.0278492576770077,-4.509951256215572,0.240667724609375,70,-0.026248058304190636,0.697380781173706,0.2,0.018461414,0.3518986701965332,0.0003
862.7475000200002,9,7015,21,1000.0,147456,0.010184698548982851,-0.027006790330415243,-4.436167094856501,0.243389892578125,80,-0.02047702670097351,0.7182687520980835,0.2,0.018994177,0.34989798069000244,0.0003
886.8053159300001,10,6970,23,1000.0,163840,0.006687555410462664,-0.028766242792335105,-4.347343877702952,0.25355224609375,90,-0.03202752396464348,0.7737958431243896,0.2,0.020261245,0.3472265899181366,0.0003
912.54984193,11,6950,25,1000.0,180224,0.0063478928408585485,-0.028541689172561745,-4.265661086142063,0.25618896484375,100,-0.03273755684494972,0.8024024367332458,0.2,0.020665359,0.34466734528541565,0.0003
938.4164680300001,12,6925,28,1000.0,196608,0.006631911623117048,-0.029166919551062164,-4.169409365952015,0.2677001953125,110,-0.02607187069952488,0.8376455307006836,0.2,0.021406226,0.34181687235832214,0.0003
967.0092572499998,13,6918,30,1000.0,212992,0.0052106429957348155,-0.029015018965583294,-4.0856833592057225,0.2572998046875,120,-0.04400172084569931,0.8546983003616333,0.2,0.02079186,0.33984315395355225,0.0003
997.1069284499999,14,6904,33,1000.0,229376,0.0043858451419509946,-0.029409858918734245,-4.013490300253034,0.259869384765625,130,-0.04394861310720444,0.8525564670562744,0.2,0.021135708,0.3376177251338959,0.0003
1018.7297403,15,6899,35,1000.0,245760,0.004803246876690537,-0.026410665492585396,-3.939852814748883,0.255401611328125,140,-0.045025262981653214,0.8274163007736206,0.2,0.021297004,0.3356116712093353,0.0003
1033.6230661999998,16,6890,38,1000.0,262144,0.0036871180771413494,-0.028247176484728697,-3.8568580437451603,0.258416748046875,150,-0.016883013769984245,0.880442202091217,0.2,0.02146485,0.3332218527793884,0.0003
1052.81101016,17,6884,40,1000.0,278528,0.006058127049618634,-0.02781141794039286,-3.821136062964797,0.260809326171875,160,-0.03682988882064819,0.8658005595207214,0.2,0.0212094,0.33245226740837097,0.0003
1075.94883531,18,6867,42,1000.0,294912,0.0027504206555022392,-0.027739122808998217,-3.719060669839382,0.268548583984375,170,-0.046505365520715714,0.8986191749572754,0.2,0.021626577,0.32921305298805237,0.0003
1096.0887622999999,19,6864,45,1000.0,311296,0.002290795912995236,-0.029229791337274946,-3.5977453857660295,0.278717041015625,180,-0.036993492394685745,0.9165688157081604,0.2,0.02265548,0.3260577917098999,0.0003
1111.5459705299997,20,6857,47,1000.0,327680,0.002637580480586621,-0.029719762017339234,-3.52395895794034,0.288006591796875,190,-0.04045124724507332,0.9236149787902832,0.2,0.024356654,0.32397890090942383,0.0003
1134.1753398199999,21,6855,50,1000.0,344064,0.00206797211576486,-0.029379047753900524,-3.4189503096044063,0.2817626953125,200,-0.04079233482480049,0.9297910928726196,0.2,0.024068486,0.3211427628993988,0.0003
1156.56814867,22,6849,52,1000.0,360448,0.0023303217523789497,-0.02934559877976426,-3.306106735765934,0.28704833984375,210,-0.03772522136569023,0.94004887342453,0.2,0.024252929,0.3181212246417999,0.0003
