time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
229376,1000.0,14,6845,33,345.10566622000005,0.0063385777524672445,0.0003,-3.7861552868038415,-0.036246538162231445,0.33128103613853455,0.01986693,0.2,130,0.6343895792961121,0.2503662109375,-0.027407152831438
245760,1000.0,15,6833,35,347.8386100800001,0.01277728661953006,0.0003,-3.70172799192369,-0.02949775941669941,0.32930412888526917,0.022173688,0.2,140,0.483393132686615,0.27413330078125,-0.024768481558749045
262144,1000.0,16,6823,38,344.00789219,0.010358054241078208,0.0003,-3.6245899241417647,-0.026300732046365738,0.32702991366386414,0.019653251,0.2,150,0.6084985733032227,0.23779296875,-0.025526316307878005
278528,1000.0,17,6813,40,347.27116695000007,0.0309009012155002,0.0003,-3.600894761458039,-0.0383717343211174,0.32661446928977966,0.019363156,0.2,160,0.47484588623046875,0.23302001953125,-0.023615643042830925
294912,1000.0,18,6807,43,353.15472160999997,0.009189239081024425,0.0003,-3.508182153478265,-0.05137199908494949,0.323581337928772,0.022375759,0.2,170,0.6122739315032959,0.263714599609375,-0.025983056031691376
311296,1000.0,19,6792,45,359.01319228,0.0041821752849500625,0.0003,-3.365536458045244,-0.04098111763596535,0.31986257433891296,0.021813195,0.2,180,0.7970532774925232,0.2736328125,-0.02818571755196899
327680,1000.0,20,6788,48,364.52204406,0.00435793912220106,0.0003,-3.2452490009367465,-0.03331541642546654,0.31645524501800537,0.02251177,0.2,190,0.8338139057159424,0.269635009765625,-0.028509278457204346
344064,1000.0,21,6780,50,372.97298699,0.004101571049250197,0.0003,-3.108036305755377,-0.02384042739868164,0.31303131580352783,0.023371128,0.2,200,0.8299452066421509,0.27734375,-0.028897909573788638
360448,1000.0,22,6777,53,386.31603085999996,0.007929464212065796,0.0003,-3.0064933478832243,-0.03662040829658508,0.3104715347290039,0.023640849,0.2,210,0.7911478877067566,0.281024169921875,-0.029179198444762734
376832,1000.0,23,6771,55,391.07596779,0.005105607265795698,0.0003,-2.8977112367749216,-0.03071107529103756,0.3074641525745392,0.022465732,0.2,220,0.8682591319084167,0.27705078125,-0.029882748735690256
393216,1000.0,24,6769,58,393.72164130000004,0.013172003118961583,0.0003,-2.8131914019584654,-0.030122730880975723,0.3055402934551239,0.025783796,0.2,230,0.6857020854949951,0.29835205078125,-0.025681738777348074
409600,1000.0,25,6764,60,398.39072094999995,0.00819388843883644,0.0003,-2.7299770124256613,-0.04927055165171623,0.3035740852355957,0.023735728,0.2,240,0.6866210699081421,0.28516845703125,-0.027456298614561093
425984,1000.0,26,6763,62,401.5953639400001,0.008008002451970243,0.0003,-2.6482777521014214,-0.02764790877699852,0.301420658826828,0.022981342,0.2,250,0.7533605098724365,0.273944091796875,-0.02736523530475097
442368,1000.0,27,6760,65,404.28483357000005,0.009883374945638934,0.0003,-2.5966948993504047,-0.04690035060048103,0.30025437474250793,0.024422424,0.2,260,0.7016286849975586,0.28885498046875,-0.027050305173179367
458752,1000.0,28,6759,67,407.89899256000007,0.009674224693299038,0.0003,-2.5172520842403174,-0.029965266585350037,0.2981410622596741,0.02494292,0.2,270,0.6433343291282654,0.295916748046875,-0.02690361988352379
475136,1000.0,29,6757,70,411.20104618,0.006886242816835875,0.0003,-2.422444412857294,-0.037269800901412964,0.29588407278060913,0.022254206,0.2,280,0.6915518045425415,0.2733154296875,-0.026768660687230293
491520,1000.0,30,6753,72,409.27399246,0.019932090093789157,0.0003,-2.3626633364707232,-0.0291800145059824,0.2946268916130066,0.02528884,0.2,290,0.584496021270752,0.29073486328125,-0.02531642325411667
507904,1000.0,31,6754,75,405.68615966,0.02585722114308737,0.0003,-2.308966965600848,-0.023803401738405228,0.29336440563201904,0.023500204,0.2,300,0.3537728190422058,0.2905029296875,-0.02408991190895904
524288,1000.0,32,6751,77,408.11130383999995,0.0351665050664451,0.0003,-2.257169006764889,-0.032079681754112244,0.2919647991657257,0.02470747,0.2,310,0.3250594139099121,0.297039794921875,-0.02545412462714012
540672,1000.0,33,6750,80,413.72843523000006,0.015485865192022174,0.0003,-2.1966366481035946,-0.0182585958391428,0.2906026840209961,0.02425652,0.2,320,0.5346630215644836,0.283367919921875,-0.02577187310816953
557056,1000.0,34,6748,82,422.00329493000004,0.013260499223542865,0.0003,-2.1300823647528886,-0.01696128584444523,0.28863322734832764,0.025879731,0.2,330,0.5602537989616394,0.309490966796875,-0.026315085237001767
573440,1000.0,35,6744,85,431.24917733999996,0.005106806525873253,0.0003,-2.020555118471384,-0.012716157361865044,0.2859816551208496,0.026358847,0.2,340,0.8202575445175171,0.315618896484375,-0.03147422171568905
589824,1000.0,36,6742,87,442.71530136,0.017842958198161795,0.0003,-1.9643646137788893,-0.004377936944365501,0.2848144471645355,0.026282627,0.2,350,0.5736114978790283,0.304052734375,-0.0253198792328476
606208,1000.0,37,6742,89,462.37995558,0.015287810327572515,0.0003,-1.8995273748412729,-0.017700230702757835,0.28312698006629944,0.028490886,0.2,360,0.571287214756012,0.343463134765625,-0.02331636969211104
622592,1000.0,38,6740,92,469.57983406,0.012248068413464352,0.0003,-1.8266051337122917,-0.03714298456907272,0.2816655933856964,0.026452709,0.2,370,0.7248724699020386,0.321014404296875,-0.027828466089704306
638976,1000.0,39,6740,94,484.85714713,0.009645353405358038,0.0003,-1.7501891000196337,-0.03976178169250488,0.2797244191169739,0.030048665,0.2,380,0.7264964580535889,0.32818603515625,-0.028780426544108194
655360,1000.0,40,6740,97,496.5062588200001,0.006675711031130049,0.0003,-1.652868282236159,-0.062440816313028336,0.27742087841033936,0.027452651,0.2,390,0.812993586063385,0.3207275390625,-0.02943351061639987
671744,1000.0,41,6738,99,507.7603091099999,0.006767771516024368,0.0003,-1.552791022695601,-0.024567389860749245,0.27518269419670105,0.029354969,0.2,400,0.8615990281105042,0.34263916015625,-0.03144370451227587
688128,1000.0,42,6737,102,523.0874880700001,0.01237941151339328,0.0003,-1.4966546144336461,-0.04057099297642708,0.27418163418769836,0.026930984,0.2,410,0.7839496731758118,0.31846923828125,-0.02708821310552594
704512,1000.0,43,6736,104,534.72406978,0.009524333425360965,0.0003,-1.4231469109654427,-0.03498627245426178,0.2724897861480713,0.028059611,0.2,420,0.8102689981460571,0.32791748046875,-0.02850987199090014
720896,1000.0,44,6732,107,544.48917316,0.010909615608397871,0.0003,-1.358064205944538,-0.02711091749370098,0.2708839476108551,0.028035093,0.2,430,0.8143023252487183,0.3184814453125,-0.02705484846228501
