time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/n_updates,train/clip_range,train/entropy_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/approx_kl,train/loss,train/std,train/explained_variance
203,8953,1010.1016316500001,911.52,111,1818624,-0.00043748005195275733,1694,0.2,3.600089273954693,0.3578125,0.03767665107979586,0.0003,0.032078575,0.0078676026314497,0.18002629280090332,0.8365674614906311
204,8951,990.7093541,905.95,112,1835008,-0.0051673947958461135,1698,0.2,3.5849640885472813,0.35901988636363635,0.03403804949545241,0.0003,0.03358358,-0.024014204740524292,0.18017363548278809,0.8398612141609192
206,8961,1007.1289027999999,914.23,113,1851392,0.015680270628970965,1699,0.2,3.5824381384933206,0.29851973684210525,0.04996607802285437,0.0003,0.023302222,0.07474873214960098,0.18023808300495148,0.8150365352630615
208,8970,1044.10860449,939.89,114,1867776,0.012371419976208952,1701,0.2,3.578084299529808,0.3479393115942029,0.02121009085111428,0.0003,0.042857014,-0.001854853704571724,0.1801258772611618,0.7461801767349243
210,8970,1051.75311259,946.91,115,1884160,-0.0023880166646708316,1705,0.2,3.5736769229993905,0.3772577408256881,0.02796301254660848,0.0003,0.036618564,-0.01112084835767746,0.1804591864347458,0.7875272035598755
212,8964,1079.2916440500003,965.63,116,1900544,-0.006908731498404136,1710,0.2,3.547709292107886,0.36371050824175827,0.03153886744964035,0.0003,0.03538455,-0.0063368938863277435,0.18077023327350616,0.7959448099136353
213,8973,1091.1931017799998,964.93,117,1916928,0.012419503077920249,1712,0.2,3.5440632051496364,0.31588152985074625,0.03029263583915447,0.0003,0.03829439,0.033145807683467865,0.1806628257036209,0.8210464119911194
215,8970,1115.7648782600002,974.06,118,1933312,-0.0029256571416019627,1716,0.2,3.524072175373847,0.37137875536480686,0.02509196256107527,0.0003,0.033051394,0.00104629248380661,0.18109124898910522,0.8056347370147705
217,8979,1121.3426601700003,977.99,119,1949696,0.013855780466812951,1717,0.2,3.515311339805866,0.3094692887931034,0.02676434386200432,0.0003,0.023448583,0.056161828339099884,0.18126560747623444,0.7999762296676636
218,8979,1109.6277102,970.5,120,1966080,-0.003362474065007908,1721,0.2,3.5064998293409544,0.3723891900510204,0.021642888245191807,0.0003,0.04132688,-0.021619711071252823,0.1812170296907425,0.8044309020042419
220,8974,1108.01598171,965.13,121,1982464,-0.0056311234915524385,1726,0.2,3.484355696131674,0.37093281835205993,0.02132305157220877,0.0003,0.035990324,-0.0240214541554451,0.18190217018127441,0.7899710536003113
222,8972,1106.9104938,969.5,122,1998848,-0.007600317230448126,1730,0.2,3.447615367889404,0.362984375,0.03598514376580715,0.0003,0.0320514,-0.009814076125621796,0.18217866122722626,0.821271538734436
224,8974,1065.91422264,945.71,123,2015232,0.004055218939158253,1733,0.2,3.448231532161397,0.3583764097744361,0.03731261578885684,0.0003,0.03995536,-0.0024198386818170547,0.1820073127746582,0.7648438811302185
226,8977,1038.2707366399998,933.5,124,2031616,0.003019384608781042,1735,0.2,3.4375834011834514,0.34998063016528924,0.05066359838978811,0.0003,0.030641835,0.03902830928564072,0.18236804008483887,0.8411324620246887
227,8983,1010.0239595800001,924.4,125,2048000,0.006517301614612642,1737,0.2,3.4339336578292077,0.36525410353535354,0.06061102416027676,0.0003,0.032037057,0.041934482753276825,0.18217913806438446,0.8208648562431335
229,8982,996.74366629,922.71,126,2064384,-0.004490753905975833,1741,0.2,3.4199139546910557,0.3644459575688073,0.05598430790075468,0.0003,0.034666494,-0.002865392714738846,0.18276214599609375,0.7977202534675598
231,8977,1013.6839929999999,925.62,127,2080768,-0.007400713318542755,1746,0.2,3.401810586875212,0.37243738918439717,0.04768219158872434,0.0003,0.03653688,-0.005651528015732765,0.1827116757631302,0.8442540764808655
