rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/approx_kl,train/std,train/learning_rate
853.65998825,1,10649,1,1000.0,16384,,,,,,,,,,,
869.44118271875,2,8104,4,1000.0,32768,0.2717983208072837,-0.015649574454073445,-4.998432875424624,0.18648681640625,10,0.04302290827035904,-1.7659685611724854,0.2,0.015860131,0.3668098449707031,0.0003
883.362638,3,7582,6,1000.0,49152,0.03968592847522814,-0.020949291042416007,-4.957116464525461,0.199420166015625,20,-0.011579321697354317,-0.726413369178772,0.2,0.016448673,0.3654952049255371,0.0003
891.320398,4,7341,8,1000.0,65536,0.026085350108041895,-0.02127559944310633,-4.906996919214725,0.194305419921875,30,-0.0007721562869846821,0.31516051292419434,0.2,0.015897617,0.36365532875061035,0.0003
895.4113031375,5,7209,11,1000.0,81920,0.01840582985751098,-0.02402799430055893,-4.821665343642235,0.21864013671875,40,-0.023697951808571815,0.4109678864479065,0.2,0.016650628,0.3613974153995514,0.0003
901.9119705208333,6,7111,13,1000.0,98304,0.014965728066454177,-0.022788803793082478,-4.764615039527416,0.2082275390625,50,-0.029544319957494736,0.573119044303894,0.2,0.016108867,0.35940250754356384,0.0003
916.6211776900001,7,6963,16,1000.0,114688,0.011837117257528007,-0.02607931231832481,-4.685674339532852,0.225439453125,60,-0.017876064404845238,0.6443676948547363,0.2,0.018027956,0.35709619522094727,0.0003
932.3242049800001,8,6861,19,1000.0,131072,0.008982885960722341,-0.02711188476459938,-4.614742533862591,0.2376220703125,70,-0.028644347563385963,0.6559572815895081,0.2,0.017694682,0.35508134961128235,0.0003
951.0215244599999,9,6844,21,1000.0,147456,0.009212541471788427,-0.026486701978865313,-4.556596495956183,0.24093017578125,80,-0.026241451501846313,0.6809247136116028,0.2,0.01831352,0.35352039337158203,0.0003
973.0414244999998,10,6828,23,1000.0,163840,0.006160960913985036,-0.027545409825688694,-4.491891075670719,0.246337890625,90,-0.036286525428295135,0.7514702677726746,0.2,0.019594986,0.3512537181377411,0.0003
