time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/value_loss,train/loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/clip_range,train/entropy_loss,train/std,train/explained_variance,eval/mean_ep_length,eval/mean_reward
,,,2000000,,,0.0005237980633239659,-0.03226838633418083,0.08436726,1220,-0.01366219061492302,0.508233642578125,0.0003,0.2,7.211172137409449,0.13257525861263275,0.9709036946296692,1000.0,727.1832964
6360,316,1000.0,2015232,708.39309119,123,,,,,,,,,,,,,
6365,319,1000.0,2031616,708.12111894,124,0.00032328333097666475,-0.04726816713809967,0.07493294,1230,-0.013119635228576954,0.511627197265625,0.0003,0.2,7.284487265348434,0.13193367421627045,0.9718432426452637,,
6370,321,1000.0,2048000,708.951042,125,0.00033066511307424664,-0.01756475120782852,0.07399782,1240,-0.01280695265122631,0.49029541015625,0.0003,0.2,7.325739906728268,0.13124209642410278,0.9721804857254028,,
6375,323,1000.0,2064384,709.11086466,126,0.0002975379255929056,-0.02251431718468666,0.08519952,1250,-0.011265537633516943,0.5225341796875,0.0003,0.2,7.405157096683979,0.13062883913516998,0.9781129360198975,,
6379,326,1000.0,2080768,709.3981540100001,127,0.0006219219670470011,-0.027690047398209572,0.09038202,1260,-0.012770593705499777,0.512646484375,0.0003,0.2,7.425684490799904,0.1301524043083191,0.9666699767112732,,
6385,328,1000.0,2097152,713.0434642600002,128,0.00029245945138427486,-0.021232236176729202,0.0775808,1270,-0.011992893554634065,0.50870361328125,0.0003,0.2,7.481261497735977,0.12959791719913483,0.9792256951332092,,
,,,2100000,,,0.000337612604420201,-0.03240096569061279,0.084110886,1280,-0.012028827944232035,0.51741943359375,0.0003,0.2,7.5471101477742195,0.12906019389629364,0.9610247611999512,1000.0,736.2122394
6360,332,1000.0,2113536,713.8106215399999,129,,,,,,,,,,,,,
6366,334,1000.0,2129920,715.91589803,130,0.0004196162572497997,-0.032200735062360764,0.07604219,1290,-0.011922948930441634,0.49014892578125,0.0003,0.2,7.612835419178009,0.12798072397708893,0.9683683514595032,,
6370,336,1000.0,2146304,715.2329589000001,131,0.00047429271056671497,-0.03278030827641487,0.08666246,1300,-0.012221723728362121,0.516400146484375,0.0003,0.2,7.682508137077093,0.12728670239448547,0.9736718535423279,,
6374,339,1000.0,2162688,717.5106045999997,132,0.00021473689731124068,-0.017587242648005486,0.088250145,1310,-0.011636097397786215,0.515960693359375,0.0003,0.2,7.754181936383247,0.1269344985485077,0.9798578023910522,,
6379,341,1000.0,2179072,717.8134263400002,133,0.00037508763566620475,-0.022100046277046204,0.08182204,1320,-0.011750133101668326,0.520343017578125,0.0003,0.2,7.78150179758668,0.1264694184064865,0.9762247204780579,,
6384,343,1000.0,2195456,716.8393004400001,134,0.00039383003485227164,-0.02085339091718197,0.080399156,1330,-0.013205289089819416,0.502325439453125,0.0003,0.2,7.843609741330146,0.1258273422718048,0.9827791452407837,,
,,,2200000,,,0.00038841517869627753,-0.015619921498000622,0.09052982,1340,-0.009107615058019292,0.50494384765625,0.0003,0.2,7.920060367137194,0.12481821328401566,0.9742526412010193,1000.0,744.9633035999999
6361,347,1000.0,2211840,716.8112517100001,135,,,,,,,,,,,,,
6365,350,1000.0,2228224,718.6002467800004,136,0.0004274767751553554,-0.026355627924203873,0.091067225,1350,-0.010591702177589469,0.509454345703125,0.0003,0.2,7.9994184143841265,0.12427589297294617,0.9746066927909851,,
6370,352,1000.0,2244608,720.71579878,137,0.00027506712103217976,-0.017939025536179543,0.08269191,1360,-0.009299897038727068,0.527276611328125,0.0003,0.2,8.036471915245055,0.12393182516098022,0.9662986993789673,,
6375,354,1000.0,2260992,720.1315573000002,138,0.0003330643412482459,0.02978541888296604,0.090256676,1370,-0.011775103362742812,0.513934326171875,0.0003,0.2,8.091303844749927,0.12315908819437027,0.9751782417297363,,
6380,356,1000.0,2277376,723.0403775800002,139,0.00024657872914986,-0.00979498028755188,0.0801027,1380,-0.011765880602615653,0.531817626953125,0.0003,0.2,8.133293648064136,0.12287303060293198,0.9764671325683594,,
6385,359,1000.0,2293760,724.17101456,140,0.00020578787389808896,-0.0031908946111798286,0.07614216,1390,-0.003010751327383332,0.486968994140625,0.0003,0.2,8.175957502424717,0.12261749058961868,0.9762849807739258,,
,,,2300000,,,0.0003283772845236399,-0.0280009638518095,0.08630869,1400,-0.008863359089446021,0.502532958984375,0.0003,0.2,8.226184479892254,0.12181836366653442,0.980925440788269,1000.0,740.365854
6363,363,1000.0,2310144,725.6547089199998,141,,,,,,,,,,,,,
6368,365,1000.0,2326528,726.65397664,142,0.0002390712017017904,-0.026143653318285942,0.08271761,1410,-0.007492036041730899,0.54315185546875,0.0003,0.2,8.281783194839955,0.12160366773605347,0.9713191390037537,,
6372,367,1000.0,2342912,726.0747475699999,143,0.0002802450417448199,-0.01536467857658863,0.057470165,1420,-0.0046446394226222765,0.466033935546875,0.0003,0.2,8.288834084570407,0.12152449041604996,0.9719698429107666,,
6376,369,1000.0,2359296,727.6880163000002,144,0.000259121075123403,-0.02754383720457554,0.07380313,1430,-0.009349232353270055,0.497802734375,0.0003,0.2,8.335888090729714,0.12087944895029068,0.9782991409301758,,
6381,372,1000.0,2375680,727.4853047500001,145,0.00023324149063057574,-0.015483083203434944,0.085342236,1440,-0.0070020316321461,0.55172119140625,0.0003,0.2,8.383988817036151,0.12055184692144394,0.9708884954452515,,
6385,374,1000.0,2392064,729.2876775999998,146,0.0002456434775922389,-0.0408904142677784,0.091127545,1450,-0.01314393169923278,0.536590576171875,0.0003,0.2,8.42847521007061,0.11989941447973251,0.9791995882987976,,
,,,2400000,,,0.00021393686478177187,-0.0037558001931756735,0.085988,1460,-0.010697673998947721,0.525408935546875,0.0003,0.2,8.497935323417186,0.11913812160491943,0.9864004850387573,1000.0,735.2216366
6363,378,1000.0,2408448,727.2761696900001,147,,,,,,,,,,,,,
6368,380,1000.0,2424832,726.22859442,148,0.0005205097720704544,-0.03247039392590523,0.102473274,1470,-0.01448177715865313,0.511419677734375,0.0003,0.2,8.577502831816673,0.11820963770151138,0.9675318598747253,,
6371,383,1000.0,2441216,726.9936144699999,149,0.00035149570350085925,-0.02836775779724121,0.10268055,1480,-0.010107297498143453,0.542205810546875,0.0003,0.2,8.655553269386292,0.117423415184021,0.9767393469810486,,
6376,385,1000.0,2457600,725.7660721299998,150,0.0003836644332636752,-0.032699525356292725,0.097501874,1490,-0.011036789124045755,0.538671875,0.0003,0.2,8.713370735943318,0.11702678352594376,0.9726234674453735,,
6380,387,1000.0,2473984,727.23436152,151,0.00031761585221374845,-0.02310740388929844,0.08837585,1500,-0.0072721532218565695,0.534112548828125,0.0003,0.2,8.764919452369213,0.11660616844892502,0.9701986908912659,,
6384,390,1000.0,2490368,726.18123637,152,0.000260329711028362,-0.03376379981637001,0.09121989,1510,-0.009823308084742166,0.534503173828125,0.0003,0.2,8.819909331202506,0.1158529594540596,0.9834723472595215,,
,,,2500000,,,0.00021392697770465928,-0.025019926950335503,0.100482285,1520,-0.005757868252840126,0.54140625,0.0003,0.2,8.892474786937237,0.11536073684692383,0.9852777123451233,1000.0,736.6440753999999
6363,393,1000.0,2506752,727.9568623099999,153,,,,,,,,,,,,,
6368,396,1000.0,2523136,730.51756503,154,0.0003640987203993973,-0.034079376608133316,0.10000884,1530,-0.013120745254127542,0.527606201171875,0.0003,0.2,8.935821326076985,0.11473046988248825,0.9741085171699524,,
6372,398,1000.0,2539520,732.19812226,155,0.00019966150320556154,-0.027432089671492577,0.09764978,1540,-0.007394893261971447,0.564251708984375,0.0003,0.2,8.999816803634166,0.11440513283014297,0.9703419208526611,,
6376,400,1000.0,2555904,735.2000419100001,156,0.00021417765082674123,-0.02730962634086609,0.0983209,1550,-0.008948877621878636,0.5562744140625,0.0003,0.2,9.03721575587988,0.11403562873601913,0.9802259206771851,,
6379,403,1000.0,2572288,735.3703612699999,157,0.0001299037727420682,-0.03076843172311783,0.08786595,1560,-0.0076812019524368225,0.540435791015625,0.0003,0.2,9.097394314408302,0.1135215237736702,0.9770804643630981,,
6384,405,1000.0,2588672,737.41136152,158,0.00037781228933226886,-0.03528982400894165,0.08516136,1570,-0.011970462960380245,0.50623779296875,0.0003,0.2,9.169775715470314,0.1124105155467987,0.9601250290870667,,
,,,2600000,,,0.0002796638070549307,-0.02381059154868126,0.09563354,1580,-0.00880040596712206,0.553436279296875,0.0003,0.2,9.251052330434323,0.11178306490182877,0.9714645743370056,1000.0,734.8163523999999
6364,409,1000.0,2605056,738.38618627,159,,,,,,,,,,,,,
6368,411,1000.0,2621440,739.7098180699999,160,0.00024732234480211445,-0.027958231046795845,0.09766869,1590,-0.011180213277111762,0.529473876953125,0.0003,0.2,9.315223063528538,0.11115207523107529,0.977444589138031,,
6372,413,1000.0,2637824,739.8547665200001,161,0.0001835591217968613,-0.034210026264190674,0.10811955,1600,-0.00947522781425505,0.564788818359375,0.0003,0.2,9.39264121055603,0.11056322604417801,0.9837142825126648,,
6373,416,1000.0,2654208,739.67029693,162,0.00020980857615313653,-0.02216191776096821,0.096658364,1610,-0.00896730238564487,0.55216064453125,0.0003,0.2,9.482705534994603,0.10980435460805893,0.9811403751373291,,
6377,418,1000.0,2670592,738.9324345900001,163,0.0002459963750766292,-0.023055095225572586,0.091247946,1620,-0.009605716453552304,0.538726806640625,0.0003,0.2,9.55869003534317,0.1089707538485527,0.9795607924461365,,
6381,421,1000.0,2686976,740.0752907199999,164,0.00028397727482456505,-0.01832568272948265,0.102896705,1630,-0.006526720347937953,0.55052490234375,0.0003,0.2,9.617265073955059,0.10851103812456131,0.9810993671417236,,
,,,2700000,,,0.0002171412878510637,-0.024017978459596634,0.10245408,1640,-0.0038343725020240525,0.56978759765625,0.0003,0.2,9.648642052710056,0.10838565230369568,0.9857481718063354,1000.0,740.8856874
6362,424,1000.0,2703360,739.7393807799999,165,,,,,,,,,,,,,
6365,427,1000.0,2719744,740.37451448,166,0.0004994718236559948,-0.023213595151901245,0.11352518,1650,-0.010179126252660353,0.545977783203125,0.0003,0.2,9.692346224188805,0.10780486464500427,0.9622898697853088,,
6368,429,1000.0,2736128,740.7121951299999,167,0.0003226428317475438,-0.01349104568362236,0.104422644,1660,-0.00563162066937366,0.5837646484375,0.0003,0.2,9.757680529356003,0.10728121548891068,0.974808931350708,,
6372,431,1000.0,2752512,741.4548917699999,168,0.00031292192859950775,-0.03584067150950432,0.09834513,1670,-0.013281681603984907,0.533544921875,0.0003,0.2,9.807788556814193,0.10690739005804062,0.9853709936141968,,
6375,434,1000.0,2768896,741.04319839,169,0.0004552178997869305,-0.025285465642809868,0.11058588,1680,-0.006550354241517198,0.539404296875,0.0003,0.2,9.852520953118802,0.1062503233551979,0.9785658121109009,,
6379,436,1000.0,2785280,740.81953904,170,0.00042417082635211046,-0.007705578580498695,0.11158596,1690,-0.00820656814139511,0.579266357421875,0.0003,0.2,9.923788605630397,0.10591570287942886,0.9690192341804504,,
,,,2800000,,,0.00038946392950833797,-0.016820479184389114,0.09975624,1700,-0.008275182046781992,0.5627197265625,0.0003,0.2,9.972186215221882,0.1054680347442627,0.9783698320388794,1000.0,750.3092095999999
6360,440,1000.0,2801664,741.9959282900002,171,,,,,,,,,,,,,
6364,442,1000.0,2818048,742.3300714700001,172,0.00023046077006938503,-0.0209269430488348,0.09913275,1710,-0.006655956642862293,0.570513916015625,0.0003,0.2,10.021229474246502,0.10518660396337509,0.9810588359832764,,
6367,445,1000.0,2834432,743.1896563600001,173,0.00035912051379227705,-0.024098603054881096,0.10539211,1720,-0.006474517500100774,0.559881591796875,0.0003,0.2,10.044372382760049,0.10467065125703812,0.978364109992981,,
6371,447,1000.0,2850816,743.2929777099998,174,0.00019714488518047802,-0.0059622181579470634,0.10897045,1730,-0.004059789641178213,0.559661865234375,0.0003,0.2,10.093146236240864,0.10454069823026657,0.9796076416969299,,
6375,449,1000.0,2867200,743.9870851699999,175,0.0003804082641011064,-0.01894916035234928,0.10566387,1740,-0.0074276113889936825,0.566558837890625,0.0003,0.2,10.124917848408222,0.10409176349639893,0.9745631814002991,,
6378,452,1000.0,2883584,745.61886045,176,0.00037090791796003943,0.0032811698038131,0.11176789,1750,-0.006247282768345031,0.570904541015625,0.0003,0.2,10.162550973892213,0.103752501308918,0.9776571989059448,,
6382,454,1000.0,2899968,747.20472243,177,0.0002927621853814344,-0.032377373427152634,0.107870124,1760,-0.005555599173021619,0.5761474609375,0.0003,0.2,10.227722182869911,0.1033622995018959,0.9683067798614502,,
,,,2900000,,,0.0003201515476007444,-0.023569870740175247,0.13284323,1770,-0.006525097551093495,0.59931640625,0.0003,0.2,10.231581076979637,0.10320886224508286,0.9618166089057922,1000.0,749.0154604000002
6364,458,1000.0,2916352,749.1333753100001,178,,,,,,,,,,,,,
6368,460,1000.0,2932736,751.0356341999999,179,0.00025305968753173145,-0.029073121026158333,0.11116896,1780,-0.003786948456763639,0.580804443359375,0.0003,0.2,10.283055709302426,0.10271551460027695,0.975256085395813,,
6371,462,1000.0,2949120,750.6247170499998,180,0.0001746858846615851,0.0054794540628790855,0.117831245,1790,-0.0014122968437732196,0.586614990234375,0.0003,0.2,10.337217178940772,0.1023826003074646,0.980562150478363,,
6375,465,1000.0,2965504,751.8754773000001,181,0.00030108038144476267,-0.01963280886411667,0.12841982,1800,-0.006826667322820867,0.58736572265625,0.0003,0.2,10.364910478889943,0.1019967794418335,0.9736302495002747,,
6378,467,1000.0,2981888,752.75175798,182,0.0002785891738824375,-0.026548968628048897,0.111652404,1810,-0.004170384159806417,0.5576171875,0.0003,0.2,10.413032239675521,0.10181539505720139,0.9757905006408691,,
6381,469,1000.0,2998272,752.3600979900002,183,0.00020895429921097275,-0.02498767152428627,0.11827832,1820,-0.0048133569132915,0.576861572265625,0.0003,0.2,10.415242685377597,0.10161435604095459,0.9802156090736389,,
,,,3000000,,,0.00032968626551337364,-0.018503373488783836,0.12552825,1830,-0.006929169673458091,0.576776123046875,0.0003,0.2,10.43690166324377,0.10132965445518494,0.9760022163391113,1000.0,751.6805256
6364,473,1000.0,3014656,752.08495008,184,,,,,,,,,,,,,
